type_group_key,type_set_label,n_types,primary_type,incident_count
2328,1|5|8|79,4,8,6
2329,1|5|9|76|97|111,6,9,6
2330,1|5|18|22|35|48|55|102,8,22,6
2331,1|5|35|37|55|102,6,37,6
2332,1|5|35|43|55|58,6,58,6
2333,1|5|35|48|52|77|97,7,5,6
2334,1|5|35|49|55|102,6,49,6
2335,1|5|90|96,4,90,6
2336,1|6|8|10|55|102,6,10,6
2337,1|6|8|10|63|72,6,10,6
2338,1|6|8|35|48,5,6,6
2339,1|6|13|14|55|102,6,14,6
2340,1|6|35|41,4,6,6
2341,1|6|55|95|96|102,6,95,6
2342,1|6|63|67|70,5,67,6
2343,1|8|35|55|101|102,6,101,6
2344,1|8|78|97|132,5,8,6
2345,1|9|55|62|79,5,9,6
2346,1|9|79,3,9,6
2347,1|10|35|48|55|102,6,10,6
2348,1|10|55|62,4,10,6
2349,1|10|55|63|72|102,6,10,6
2350,1|35|43|55|98|102,6,98,6
2351,1|35|52|98,4,98,6
2352,13|14|15|80|81,5,15,6
2353,13|14|35|49,4,14,6
2354,13|14|54,3,14,6
2355,13|14|55|78|97|102|132,7,14,6
2356,18|19|23,3,23,6
2357,18|19|24|35|52|63|72,7,24,6
2358,18|19|24|35|63|72|101,7,24,6
2359,18|19|35|48|55|62,6,19,6
2360,18|19|54|63|72,5,19,6
2361,18|19|55|62,4,19,6
2362,18|19|63|70|72,5,19,6
2363,18|20|21|55|63|72|102,7,21,6
2364,18|20|29,3,29,6
2365,18|20|34|35|48,5,20,6
2366,18|20|35|38|55|102,6,38,6
2367,18|20|35|41|55|62|63|72,8,20,6
2368,18|20|35|42|48|55|63|72|102,9,20,6
2369,18|20|35|43|48|55|63|72|102,9,20,6
2370,18|20|35|55|58|63|72|101,8,20,6
2371,18|21|24,3,24,6
2372,18|21|27,3,27,6
2373,18|21|35|47,4,47,6
2374,18|21|35|49|63|72,6,21,6
2375,18|21|55|95|96|102,6,21,6
2376,18|22|23|34,4,23,6
2377,18|22|24,3,24,6
2378,18|22|24|55|102,5,24,6
2379,18|22|29|35|52,5,29,6
2380,18|22|35|41|52,5,22,6
2381,18|22|35|41|52|55|102,7,22,6
2382,18|22|35|42|55|63|72|102,8,22,6
2383,18|22|35|44,4,44,6
2384,18|22|63|70,4,22,6
2385,18|23|34|35|42,5,23,6
2386,18|23|35|43|55|102,6,23,6
2387,18|23|35|52|63|72,6,23,6
2388,18|23|35|55|63|72|101|102,8,23,6
2389,18|24|34|35|52|55|102,7,24,6
2390,18|24|35|40,4,40,6
2391,18|24|35|43|48|55|63|72|102,9,24,6
2392,18|24|35|48|55|58|63|72,8,24,6
2393,18|24|63|72|77|97,6,24,6
2394,18|25|34|35|48|63|72,7,25,6
2395,18|25|34|35|52,5,25,6
2396,18|25|34|35|101,5,25,6
2397,18|25|35|40,4,40,6
2398,18|25|55|63|72|77|97|102,8,25,6
2399,18|27|35|41,4,27,6
2400,18|27|77|97,4,27,6
2401,18|28|31|55|102,5,28,6
2402,18|28|35|41,4,28,6
2403,18|29|30|55|102,5,30,6
2404,18|29|34|35|41|55|102,7,29,6
2405,18|29|34|35|48|52|55|102,8,29,6
2406,18|29|35|41|52,5,29,6
2407,18|29|55|95|96|102,6,29,6
2408,18|31|35|37,4,31,6
2409,18|31|35|41,4,31,6
2410,18|31|35|43|55|102,6,31,6
2411,18|34|35|37|52|55|62,7,37,6
2412,18|34|35|37|52|55|102,7,37,6
2413,18|34|35|43|55|58,6,58,6
2414,18|34|35|48|49,5,49,6
2415,18|34|35|48|52|77|97,7,52,6
2416,18|34|35|49|52|55|102,7,49,6
2417,18|34|35|52|80|81,6,81,6
2418,18|34|35|55|62|101,6,101,6
2419,18|34|35|77|97|101,6,101,6
2420,18|34|55|58|63|72,6,58,6
2421,18|35|37|52|55|62|100,7,100,6
2422,18|35|37|55|63|72|100|102,8,100,6
2423,18|35|38|48|100,5,38,6
2424,18|35|41|43|52|55|100|102,8,100,6
2425,18|35|41|43|63|72|100,7,100,6
2426,18|35|41|55|58|63|72|100,8,100,6
2427,18|35|42|52|55|63|72|100|102,9,100,6
2428,18|35|42|55|62|63|72|100,8,100,6
2429,18|35|42|55|62|100,6,100,6
2430,18|35|50|100,4,50,6
2431,35|36|37|41|55|102,6,36,6
2432,35|36|37|55|102,5,36,6
2433,35|36|54|55|102,5,36,6
2434,35|37|38|55|102,5,38,6
2435,35|37|42|55|62,5,37,6
2436,35|37|49|55|102,5,49,6
2437,35|37|55|79|80|83|102,7,37,6
2438,35|37|55|79|102,5,37,6
2439,35|37|63|72|79|80|83,7,37,6
2440,35|38|39,3,39,6
2441,35|38|41|63|72,5,38,6
2442,35|38|43,3,38,6
2443,35|38|79,3,38,6
2444,35|38|79|80|83,5,38,6
2445,35|40|42|55|102,5,40,6
2446,35|40|55|62,4,40,6
2447,35|41|42|52,4,42,6
2448,35|41|43|48|55|102,6,48,6
2449,35|41|43|55|63|72|102,7,43,6
2450,35|41|45,3,45,6
2451,35|41|48|52|77|97,6,52,6
2452,35|41|48|55|58,5,58,6
2453,35|41|50|55|102,5,50,6
2454,35|41|55|58|62,5,58,6
2455,35|42|43|48|55|102,6,42,6
2456,35|42|48|49|63|72,6,49,6
2457,35|42|52|55|63|72|102,7,42,6
2458,35|42|55|62|63|72,6,42,6
2459,35|42|80|81,4,81,6
2460,35|43|44,3,44,6
2461,35|43|48|52|55|62,6,52,6
2462,35|43|52|53|55|58,6,53,6
2463,35|43|52|77|97,5,52,6
2464,35|43|53|55|62,5,53,6
2465,35|43|55|62|63|72,6,43,6
2466,35|44|52,3,44,6
2467,35|45|48|50,4,45,6
2468,35|45|55|58,4,45,6
2469,35|46|55|102,4,46,6
2470,35|48|52|80|81,5,81,6
2471,35|48|52|80|83,5,52,6
2472,35|48|77|78|97|132,6,48,6
2473,35|49|52|55|58,5,49,6
2474,35|49|52|55|63|70|102,7,49,6
2475,35|49|55|77|97|102,6,49,6
2476,35|50|55|63|70|102,6,50,6
2477,35|52|55|62|80|83,6,52,6
2478,35|52|55|80|81|102,6,81,6
2479,35|52|78|97|132,5,52,6
2480,35|54|63|70|101,5,70,6
2481,35|76|97|101|111,5,101,6
2482,54|63|69,3,69,6
2483,54|76|77|97|111,5,54,6
2484,55|56|78|97|132,5,56,6
2485,55|59|63|68,4,68,6
2486,55|62|74|75|78|97|118|120|132,9,62,6
2487,55|62|74|75|97|118|124,7,62,6
2488,55|63|72|80|83|102,6,83,6
2489,55|63|102|103,4,103,6
2490,55|74|97|102|120|122,6,102,6
2491,55|76|77|97|102|107,6,107,6
2492,74|75|76|78|97|107|118|120|122|132,10,118,6
2493,74|75|76|97|107|112|114|118|120,9,114,6
2494,74|75|77|97|118|122,6,118,6
2495,74|75|78|80|83|97|118|120|132,9,83,6
2496,74|75|79|80|83|97|112|113|118|120|122,11,79,6
2497,74|75|79|97|118|120,6,79,6
2498,74|75|80|83|97|112|113|124,8,83,6
2499,74|75|97|112|113|114|118|120|122,9,114,6
2500,74|75|97|112|113|118|120|122|124,9,118,6
2501,74|75|97|115|116|120|122,7,116,6
2502,74|75|97|118|119|120|122,7,119,6
2503,74|75|97|118|122|125,6,125,6
2504,74|75|97|118|122|126,6,118,6
2505,74|76|78|97|107|111|120|132,8,107,6
2506,74|76|97|107|121,5,121,6
2507,74|76|97|111|124,5,111,6
2508,74|78|80|83|97|120|122|132,8,83,6
2509,74|78|80|83|97|120|132,7,83,6
2510,74|78|97|120|126|130,6,130,6
2511,74|80|83|97|126,5,83,6
2512,75|76|77|97|111|112|114,7,114,6
2513,75|76|78|97|107|115|117|132,8,117,6
2514,75|78|80|83|97|118|132,7,83,6
2515,75|78|97|115|117|119|132,7,117,6
2516,75|78|97|118|119|132,6,119,6
2517,75|79|80|83|97,5,79,6
2518,75|80|81|97|118,5,81,6
2519,76|77|97|107|109,5,109,6
2520,76|77|97|108|109,5,109,6
2521,76|78|97|107|110|132,6,110,6
2522,76|78|97|107|130,5,130,6
2523,76|78|97|109|132,5,109,6
2524,76|97|107|108|109|111,6,109,6
2525,77|80|81|97,4,81,6
2526,91|93|96,3,93,6
2527,1|2|55|62,4,2,5
2528,1|2|63|71,4,2,5
2529,1|3|4|5|8|35|43,7,4,5
2530,1|3|4|5|55|102,6,4,5
2531,1|3|4|35|43|52,6,4,5
2532,1|3|4|35|48,5,4,5
2533,1|3|4|55|58,5,4,5
2534,1|3|18|20|35|48|55|63|72|102,10,3,5
2535,1|3|35|43|48|55|102,7,3,5
2536,1|3|35|43|55|63|72|102,8,3,5
2537,1|3|35|48|55|62,6,3,5
2538,1|3|35|48|55|63|72|102,8,3,5
2539,1|3|35|52|55|63|72|102,8,3,5
2540,1|3|35|52|63|72,6,3,5
2541,1|3|55|80|81|102,6,3,5
2542,1|4|5|6|8|55|102,7,4,5
2543,1|4|5|8|10,5,10,5
2544,1|4|5|8|55|102,6,4,5
2545,1|4|5|80|81,5,4,5
2546,1|4|6|63|70,5,4,5
2547,1|4|6|80|81,5,4,5
2548,1|4|10|63|72,5,10,5
2549,1|4|35|43|55|62,6,4,5
2550,1|5|6|8|35|52,6,6,5
2551,1|5|6|35|43|52,6,6,5
2552,1|5|6|35|48|52,6,6,5
2553,1|5|8|13|14,5,14,5
2554,1|5|8|35|48|55|62,7,8,5
2555,1|5|8|35|52|63|72,7,8,5
2556,1|5|9|35|48,5,9,5
2557,1|5|9|63|72,5,9,5
2558,1|5|9|89|96,5,89,5
2559,1|5|18|19|63|72,6,19,5
2560,1|5|35|43|48,5,5,5
2561,1|5|35|43|63|72,6,5,5
2562,1|5|35|48|52|55|62,7,5,5
2563,1|5|63|71,4,71,5
2564,1|5|74|97|120,5,5,5
2565,1|5|79|80|83,5,79,5
2566,1|6|8|80|81,5,6,5
2567,1|6|18|20|55|63|72|102,8,6,5
2568,1|6|35|37|55|102,6,6,5
2569,1|6|35|38,4,38,5
2570,1|6|35|43|55|62,6,6,5
2571,1|6|35|48|55|102,6,6,5
2572,1|6|55|62|80|83,6,6,5
2573,1|6|84|105,4,105,5
2574,1|6|89|90|96,5,89,5
2575,1|8|9|63|72,5,9,5
2576,1|8|13|14|55|102,6,14,5
2577,1|8|18|20|63|72,6,20,5
2578,1|8|35|43|55|58,6,8,5
2579,1|8|35|48|55|102,6,8,5
2580,1|9|35|37,4,9,5
2581,1|9|35|52,4,9,5
2582,1|9|63|71,4,71,5
2583,1|10|18|19|63|72,6,10,5
2584,1|10|18|25,4,10,5
2585,1|35|43|63|72|98,6,98,5
2586,1|55|62|76|97|98|111,7,98,5
2587,1|63|70|72|98,5,98,5
2588,1|63|71|98,4,71,5
2589,13|14|63|71|72,5,71,5
2590,13|15|63|69,4,15,5
2591,13|15|63|70,4,15,5
2592,18|19|20|55|102,5,19,5
2593,18|19|21|55|63|72|102,7,21,5
2594,18|19|24|35|42|63|72,7,24,5
2595,18|19|24|55|58|63|72,7,24,5
2596,18|19|24|55|63|72|102,7,24,5
2597,18|19|25|35|48|63|72,7,25,5
2598,18|19|34|35|41|55|63|72|102,9,19,5
2599,18|19|34|35|41|63|72,7,19,5
2600,18|19|34|35|48|52|55|63|72|102,10,19,5
2601,18|19|34|35|48|52|63|72,8,19,5
2602,18|19|35|37|48|55|62|63|72,9,19,5
2603,18|19|35|37|55|102,6,19,5
2604,18|19|35|40|42|63|72,7,40,5
2605,18|19|35|42|52|55|63|72|102,9,19,5
2606,18|19|35|43|48|55|63|72|102,9,19,5
2607,18|19|35|49|63|72,6,49,5
2608,18|19|35|52|54|55|63|72|102,9,19,5
2609,18|19|35|52|55|62,6,19,5
2610,18|20|21|35|42|63|72,7,21,5
2611,18|20|21|35|52,5,21,5
2612,18|20|22|35|52|55|63|72|102,9,22,5
2613,18|20|25|34|55|63|72|102,8,25,5
2614,18|20|29|55|63|72|102,7,29,5
2615,18|20|34|35|42|52|63|72,8,20,5
2616,18|20|34|35|48|55|102,7,20,5
2617,18|20|34|55|62|63|72,7,20,5
2618,18|20|35|37|48|55|63|72|102,9,20,5
2619,18|20|35|40|42,5,40,5
2620,18|20|35|41|43|55|63|72|102,9,20,5
2621,18|20|35|41|52|55|63|72|102,9,20,5
2622,18|20|35|42|55|62|63|72,8,20,5
2623,18|20|35|43|52|63|72,7,20,5
2624,18|20|35|47|48|63|72,7,47,5
2625,18|20|35|48|52|55|62|63|72,9,20,5
2626,18|20|35|49|55|63|72|102,8,49,5
2627,18|20|35|55|62|63|72|101,8,20,5
2628,18|20|55|63|72|80|81|102,8,20,5
2629,18|20|55|95|96|102,6,95,5
2630,18|20|63|70|72,5,70,5
2631,18|20|95|96,4,95,5
2632,18|21|22|35|52,5,21,5
2633,18|21|23|55|102,5,21,5
2634,18|21|25|35|52,5,21,5
2635,18|21|29|34,4,21,5
2636,18|21|29|35|41,5,21,5
2637,18|21|34|35|41,5,21,5
2638,18|21|34|55|63|72|102,7,21,5
2639,18|21|35|48|49,5,21,5
2640,18|21|35|52|55|62,6,21,5
2641,18|21|35|55|63|72|101|102,8,21,5
2642,18|22|23|31|55|102,6,31,5
2643,18|22|23|34|35|48|52|55|102,9,23,5
2644,18|22|23|35|41|55|102,7,23,5
2645,18|22|23|35|48,5,23,5
2646,18|22|23|35|55|101|102,7,23,5
2647,18|22|25|63|72,5,25,5
2648,18|22|26,3,26,5
2649,18|22|28,3,28,5
2650,18|22|29|35|48|55|102,7,29,5
2651,18|22|29|35|101,5,29,5
2652,18|22|34|35|42,5,22,5
2653,18|22|34|63|72,5,22,5
2654,18|22|35|36,4,36,5
2655,18|22|35|37|41|55|102,7,22,5
2656,18|22|35|42|48,5,22,5
2657,18|22|35|42|55|62,6,22,5
2658,18|22|35|49|55|102,6,49,5
2659,18|23|24|63|72,5,24,5
2660,18|23|30,3,30,5
2661,18|23|35|42|55|102,6,23,5
2662,18|23|35|43|48|55|102,7,23,5
2663,18|23|35|45,4,45,5
2664,18|24|31|63|72,5,31,5
2665,18|24|34|35|42|63|72,7,24,5
2666,18|24|34|35|52,5,24,5
2667,18|24|35|52|55|58|63|72,8,24,5
2668,18|24|35|52|55|62,6,24,5
2669,18|24|35|55|58|63|72|101,8,24,5
2670,18|25|34|35|48|55|63|72|102,9,25,5
2671,18|25|34|35|52|63|72,7,25,5
2672,18|25|34|55|102,5,25,5
2673,18|25|35|37|55|63|72|102,8,25,5
2674,18|25|35|42|55|102,6,25,5
2675,18|25|35|48|52|55|63|72|102,9,25,5
2676,18|25|35|55|101|102,6,25,5
2677,18|25|63|69|72,5,69,5
2678,18|26|32,3,32,5
2679,18|26|34|55|102,5,26,5
2680,18|26|55|58,4,26,5
2681,18|26|63|72,4,26,5
2682,18|27|35|48|52,5,27,5
2683,18|27|35|48|52|55|102,7,27,5
2684,18|27|35|52|63|72,6,27,5
2685,18|28|29,3,28,5
2686,18|28|33|55|102,5,33,5
2687,18|28|35|42,4,28,5
2688,18|28|35|48|52,5,28,5
2689,18|28|55|62,4,28,5
2690,18|28|55|63|72|102,6,28,5
2691,18|29|35|36,4,36,5
2692,18|29|35|37|41,5,29,5
2693,18|29|35|38|55|102,6,38,5
2694,18|29|35|42|48,5,29,5
2695,18|29|35|49|52,5,29,5
2696,18|29|35|49|55|102,6,29,5
2697,18|29|35|52|63|70,6,29,5
2698,18|30|34|35|52,5,30,5
2699,18|30|35|43,4,30,5
2700,18|33|34|55|102,5,33,5
2701,18|34|35|36|63|72,6,36,5
2702,18|34|35|37|42,5,37,5
2703,18|34|35|37|48|63|72,7,37,5
2704,18|34|35|41|42|52|55|63|72|102,10,42,5
2705,18|34|35|41|55|62|63|72,8,34,5
2706,18|34|35|41|77|97,6,34,5
2707,18|34|35|42|43,5,42,5
2708,18|34|35|42|48|52|63|72,8,42,5
2709,18|34|35|42|55|62|63|72,8,42,5
2710,18|34|35|43|48|63|72,7,34,5
2711,18|34|35|48|52|55|62,7,52,5
2712,18|34|35|55|63|70|101|102,8,70,5
2713,18|34|55|63|72|77|97|102,8,34,5
2714,18|35|37|40|100,5,40,5
2715,18|35|39|100,4,39,5
2716,18|35|41|52|55|62|100,7,100,5
2717,18|35|42|48|55|100|102,7,100,5
2718,18|35|43|63|72|100,6,100,5
2719,18|35|48|55|63|72|100|102,8,100,5
2720,18|35|55|63|72|100|101|102,8,100,5
2721,18|55|58|63|72|100,6,100,5
2722,35|36|49,3,36,5
2723,35|36|52|55|102,5,36,5
2724,35|36|55|63|72|102,6,36,5
2725,35|37|38|52,4,38,5
2726,35|37|41|48|55|63|72|102,8,37,5
2727,35|37|41|49,4,49,5
2728,35|37|41|52|63|72,6,37,5
2729,35|37|42|63|72,5,37,5
2730,35|37|43|52,4,37,5
2731,35|37|43|55|62,5,37,5
2732,35|37|48|54,4,37,5
2733,35|37|55|62|63|70,6,70,5
2734,35|37|55|74|97|102|120,7,37,5
2735,35|37|63|70|79|80|83,7,70,5
2736,35|37|63|72|80|83,6,37,5
2737,35|37|74|75|97|118|120|122,8,37,5
2738,35|37|74|75|97|118|122,7,37,5
2739,35|37|74|79|97|120|122,7,37,5
2740,35|37|74|80|83|97|120|122,8,37,5
2741,35|37|75|97|118,5,37,5
2742,35|38|52|55|62,5,38,5
2743,35|39|49|52,4,39,5
2744,35|40|41|63|72,5,40,5
2745,35|40|42|48|63|72,6,40,5
2746,35|40|52|63|72,5,40,5
2747,35|41|55|62|77|97,6,62,5
2748,35|41|55|62|80|81,6,81,5
2749,35|42|43|52,4,42,5
2750,35|42|43|55|58,5,42,5
2751,35|43|45,3,45,5
2752,35|43|48|49|52,5,49,5
2753,35|43|49|77|97,5,49,5
2754,35|43|55|80|81|102,6,81,5
2755,35|43|63|72|77|97,6,43,5
2756,35|43|80|83,4,83,5
2757,35|45|52|55|102,5,45,5
2758,35|46|47|48,4,46,5
2759,35|48|49|52|55|58,6,49,5
2760,35|48|49|52|63|72,6,49,5
2761,35|48|49|52|77|97,6,49,5
2762,35|48|52|53,4,53,5
2763,35|48|53|55|102,5,53,5
2764,35|48|54|63|72,5,48,5
2765,35|48|55|62|80|81,6,81,5
2766,35|48|63|72|80|81,6,81,5
2767,35|49|54|55|102,5,49,5
2768,35|49|55|62|63|72,6,49,5
2769,35|49|80|81,4,49,5
2770,35|51|55|62,4,51,5
2771,35|51|84|85,4,85,5
2772,35|52|55|58|62,5,58,5
2773,35|52|63|71,4,71,5
2774,35|52|63|72|77|97,6,52,5
2775,35|55|62|77|97|101,6,101,5
2776,35|80|83|101,4,101,5
2777,54|55|57|61,4,61,5
2778,54|55|62|63|72,5,62,5
2779,54|74|97|120,4,54,5
2780,55|56|63|69,4,56,5
2781,55|57|59|62,4,57,5
2782,55|58|59,3,59,5
2783,55|62|63|70|79|80|83,7,70,5
2784,55|62|74|75|79|97|112|113|120|122,10,79,5
2785,55|62|74|75|80|83|97|118|122,9,83,5
2786,55|62|74|80|83|97|120|122,8,83,5
2787,55|62|75|76|97|107|118,7,62,5
2788,55|62|75|97|119,5,119,5
2789,55|62|95|96,4,95,5
2790,55|63|64|102,4,64,5
2791,55|80|81|95|96|102,6,95,5
2792,63|65|80|81,4,65,5
2793,63|69|80|81|83,5,69,5
2794,63|70|74|79|80|83|97|120,8,70,5
2795,74|75|76|78|97|107|112|113|118|120|132,11,118,5
2796,74|75|76|78|97|107|118|122|132,9,118,5
2797,74|75|76|97|111|112|113|120,8,113,5
2798,74|75|76|97|111|118|122,7,118,5
2799,74|75|77|97|118|120|122,7,118,5
2800,74|75|78|97|112|113|120|131,8,113,5
2801,74|75|79|80|83|97|112|113|118|120,10,79,5
2802,74|75|97|112|113|120|121,7,121,5
2803,74|75|97|112|113|120|122|126,8,113,5
2804,74|75|97|115|117|120,6,117,5
2805,74|76|80|83|97|107|122,7,83,5
2806,74|76|97|107|122|124,6,107,5
2807,74|76|97|110|120,5,110,5
2808,74|76|97|111|121,5,121,5
2809,74|76|97|120,4,76,5
2810,74|78|97|120|122|123|132,7,123,5
2811,74|78|97|120|123|132,6,123,5
2812,74|97|120|122|124|126,6,126,5
2813,74|97|121|125,4,125,5
2814,75|78|97|115|116|127,6,116,5
2815,75|78|97|118|127,5,127,5
2816,75|79|80|83|97|118,6,79,5
2817,75|80|82|97|119,5,82,5
2818,75|80|83|97|112|114,6,114,5
2819,76|77|78|97|107|127,6,127,5
2820,76|78|97|111|130|132,6,130,5
2821,77|78|97|130|132,5,130,5
2822,78|79|80|83|97|132,6,79,5
2823,80|81|95|96,4,95,5
2824,80|82|83,3,82,5
2825,1|2|9,3,2,4
2826,1|2|35|43,4,2,4
2827,1|2|80|81,4,2,4
2828,1|3|4|6|8,5,4,4
2829,1|3|4|6|10,5,10,4
2830,1|3|4|6|35|43,6,4,4
2831,1|3|4|8|10,5,10,4
2832,1|3|4|10|55|102,6,10,4
2833,1|3|4|55|80|81|102,7,4,4
2834,1|3|5|8|35|52,6,3,4
2835,1|3|5|9,4,9,4
2836,1|3|5|35|43|52,6,3,4
2837,1|3|5|35|43|55|102,7,3,4
2838,1|3|5|80|81,5,3,4
2839,1|3|6|8|10,5,10,4
2840,1|3|8|35|43,5,3,4
2841,1|3|8|55|62,5,3,4
2842,1|3|10|55|102,5,10,4
2843,1|3|18|19|35|48|55|63|72|102,10,3,4
2844,1|3|18|19|35|48|63|72,8,3,4
2845,1|3|18|23,4,23,4
2846,1|3|18|34|35|43,6,3,4
2847,1|3|35|37|55|62,6,3,4
2848,1|3|35|37|63|72,6,3,4
2849,1|3|35|48|52|55|102,7,3,4
2850,1|3|35|52|55|58,6,3,4
2851,1|3|54|55|102,5,3,4
2852,1|4|5|6|8|63|72,7,4,4
2853,1|4|5|6|9,5,9,4
2854,1|4|5|6|55|63|72|102,8,4,4
2855,1|4|5|8|80|81,6,4,4
2856,1|4|5|55|63|72|102,7,4,4
2857,1|4|5|76|97|111,6,4,4
2858,1|4|6|8|55|102,6,4,4
2859,1|4|6|9,4,9,4
2860,1|4|6|10|55|102,6,10,4
2861,1|4|6|63|67,5,67,4
2862,1|4|8|10|35|43,6,10,4
2863,1|4|8|35|48,5,4,4
2864,1|4|8|63|70,5,4,4
2865,1|4|8|80|81,5,4,4
2866,1|4|18|19|35|48|63|72,8,4,4
2867,1|4|18|22,4,4,4
2868,1|4|35|43|55|58,6,4,4
2869,1|4|35|48|52|77|97,7,4,4
2870,1|4|35|48|55|62,6,4,4
2871,1|4|35|49,4,4,4
2872,1|4|35|52|54,5,4,4
2873,1|4|35|63|72|101,6,4,4
2874,1|4|76|77|97|111,6,4,4
2875,1|4|84|85,4,85,4
2876,1|4|84|105,4,105,4
2877,1|5|6|8|35|43|55|102,8,6,4
2878,1|5|6|9|63|72,6,9,4
2879,1|5|6|35|43|55|102,7,6,4
2880,1|5|6|35|101,5,6,4
2881,1|5|8|18|23,5,23,4
2882,1|5|8|35|49|55|102,7,49,4
2883,1|5|8|76|97|107|111,7,8,4
2884,1|5|9|63|70,5,9,4
2885,1|5|9|76|97|107,6,9,4
2886,1|5|18|20|35|48|55|63|72|102,10,20,4
2887,1|5|35|42,4,42,4
2888,1|5|35|48|49,5,49,4
2889,1|5|54,3,5,4
2890,1|5|55|91|96|102,6,91,4
2891,1|5|88|96,4,88,4
2892,1|5|94|96,4,94,4
2893,1|6|8|9|63|72,6,9,4
2894,1|6|8|10|35|43,6,10,4
2895,1|6|8|55|62|63|72,7,6,4
2896,1|6|8|63|72|76|97|111,8,6,4
2897,1|6|8|80|83,5,6,4
2898,1|6|35|41|55|102,6,6,4
2899,1|6|35|41|63|72,6,6,4
2900,1|6|35|43|52|63|72,7,6,4
2901,1|6|35|52|55|102,6,6,4
2902,1|6|35|63|72|101,6,6,4
2903,1|6|54|55|58,5,6,4
2904,1|6|55|62|63|70,6,6,4
2905,1|6|55|62|76|97|107,7,6,4
2906,1|6|55|63|70|102,6,6,4
2907,1|6|55|80|83|102,6,6,4
2908,1|6|63|70|72,5,6,4
2909,1|6|63|70|76|97|111,7,6,4
2910,1|6|63|72|80|83,6,6,4
2911,1|6|63|103,4,103,4
2912,1|6|89|91|96,5,89,4
2913,1|8|18|34,4,8,4
2914,1|8|35|43|52|55|102,7,8,4
2915,1|8|35|43|55|62,6,8,4
2916,1|8|35|52|55|102,6,8,4
2917,1|8|55|62|80|83,6,8,4
2918,1|8|63|72|80|81,6,81,4
2919,1|9|13|14,4,9,4
2920,1|9|18|20|63|72,6,9,4
2921,1|9|35|37|55|62,6,9,4
2922,1|9|55|62|80|81,6,9,4
2923,1|9|55|80|83|102,6,9,4
2924,1|9|91|96,4,91,4
2925,1|10|18|24,4,10,4
2926,1|10|35|43|48|55|102,7,10,4
2927,1|10|35|43|55|102,6,10,4
2928,1|10|54,3,10,4
2929,1|18|19|63|72|98,6,98,4
2930,1|35|37|79|98,5,98,4
2931,1|35|48|98,4,98,4
2932,1|54|63|70|98,5,98,4
2933,1|63|67|98,4,67,4
2934,13|14|15|63|71,5,15,4
2935,13|14|18|19|63|72,6,14,4
2936,13|14|18|29|55|102,6,14,4
2937,13|14|35|37|55|62,6,14,4
2938,13|14|35|101,4,14,4
2939,13|15|80|81,4,15,4
2940,13|16|79,3,16,4
2941,18|19|20|35|41|55|63|72|102,9,19,4
2942,18|19|21|63|72,5,21,4
2943,18|19|22,3,22,4
2944,18|19|22|55|102,5,22,4
2945,18|19|25|55|63|72|102,7,25,4
2946,18|19|27|55|63|72|102,7,27,4
2947,18|19|29|55|63|72|102,7,29,4
2948,18|19|31|63|72,5,31,4
2949,18|19|32|35|48|63|72,7,32,4
2950,18|19|32|63|72,5,32,4
2951,18|19|34|35|42|52|55|63|72|102,10,19,4
2952,18|19|35|36,4,36,4
2953,18|19|35|37|41|55|63|72|102,9,19,4
2954,18|19|35|41|55|58|63|72,8,19,4
2955,18|19|35|43|48|52|55|63|72|102,10,19,4
2956,18|19|35|43|48|52|63|72,8,19,4
2957,18|19|35|48|52|55|58|63|72,9,19,4
2958,18|19|54|55|58|63|72,7,19,4
2959,18|19|54|55|63|72|102,7,19,4
2960,18|19|80|81,4,19,4
2961,18|20|21|35|52|63|72,7,21,4
2962,18|20|21|55|102,5,21,4
2963,18|20|23|34|63|72,6,23,4
2964,18|20|24|63|72,5,24,4
2965,18|20|25|35|48|52|63|72,8,25,4
2966,18|20|25|35|52|55|62|63|72,9,25,4
2967,18|20|25|35|55|63|72|101|102,9,25,4
2968,18|20|26|63|72,5,26,4
2969,18|20|34|35|37,5,20,4
2970,18|20|34|35|42|48|52|55|63|72|102,11,20,4
2971,18|20|34|35|42|48|63|72,8,20,4
2972,18|20|35|37|41|55|62|63|72,9,20,4
2973,18|20|35|37|42|63|72,7,20,4
2974,18|20|35|37|55|58|63|72,8,20,4
2975,18|20|35|38|48|63|72,7,38,4
2976,18|20|35|38|52,5,38,4
2977,18|20|35|41|42|48|63|72,8,20,4
2978,18|20|35|41|42|55|63|72|102,9,20,4
2979,18|20|35|41|52|63|72,7,20,4
2980,18|20|35|41|55|58|63|72,8,20,4
2981,18|20|35|42|48,5,20,4
2982,18|20|35|42|48|52|63|72,8,20,4
2983,18|20|35|42|52,5,20,4
2984,18|20|35|42|52|55|63|72|102,9,20,4
2985,18|20|35|43|48|52|55|63|72|102,10,20,4
2986,18|20|35|43|48|63|72,7,20,4
2987,18|20|35|47|52|63|72,7,47,4
2988,18|20|35|48|55|62,6,20,4
2989,18|20|35|48|55|63|69|72|102,9,69,4
2990,18|20|35|49|55|102,6,49,4
2991,18|20|35|52|55|62,6,20,4
2992,18|20|63|70,4,70,4
2993,18|20|80|81,4,20,4
2994,18|21|23,3,21,4
2995,18|21|29|34|55|102,6,21,4
2996,18|21|34|35|48|63|72,7,21,4
2997,18|21|35|38|41,5,38,4
2998,18|21|35|41|55|62,6,21,4
2999,18|21|35|41|55|63|72|102,8,21,4
